code_region;region;code_ancienne_region;ancienne_region;code_departement;departement;grand_secteur_d_activite;annee;trimestre;dernier_jour_du_trimestre;total_salaire_brut;a_jour
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS5 Autres services marchands hors int̩rim;2013;1;31/03/2013;121221476;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS5 Autres services marchands hors int̩rim;2013;2;30/06/2013;128872490;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS5 Autres services marchands hors int̩rim;2013;3;30/09/2013;123568328;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS5 Autres services marchands hors int̩rim;2013;4;31/12/2013;136513490;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS5 Autres services marchands hors int̩rim;2015;4;31/12/2015;139121128;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS5 Autres services marchands hors int̩rim;2016;2;30/06/2016;136133396;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS5 Autres services marchands hors int̩rim;2016;3;30/09/2016;128996236;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS5 Autres services marchands hors int̩rim;2016;4;31/12/2016;142894469;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS5 Autres services marchands hors int̩rim;2017;3;30/09/2017;133860825;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS5 Autres services marchands hors int̩rim;2018;2;30/06/2018;145261515;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS5 Autres services marchands hors int̩rim;2018;3;30/09/2018;138408568;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS5 Autres services marchands hors int̩rim;2019;1;31/03/2019;139468954;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS5 Autres services marchands hors int̩rim;2019;2;30/06/2019;151901150;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;1998;3;30/09/1998;16429023;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;1998;4;31/12/1998;16616673;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;1999;1;31/03/1999;11207235;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;1999;3;30/09/1999;17494567;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2000;4;31/12/2000;23584657;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2001;3;30/09/2001;17025204;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2001;4;31/12/2001;17251816;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2002;2;30/06/2002;16887143;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2002;3;30/09/2002;18006542;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2003;1;31/03/2003;13162960;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2003;2;30/06/2003;14868951;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2003;4;31/12/2003;16449107;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2004;1;31/03/2004;13524351;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2004;3;30/09/2004;19084573;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2004;4;31/12/2004;15637378;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2006;1;31/03/2006;16164265;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2007;1;31/03/2007;18952543;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2007;2;30/06/2007;22830319;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2007;3;30/09/2007;24196868;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2009;3;30/09/2009;13960007;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2009;4;31/12/2009;12985164;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2010;1;31/03/2010;12329194;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2013;1;31/03/2013;16231369;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2014;2;30/06/2014;21967033;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2014;4;31/12/2014;20639461;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2015;2;30/06/2015;23958135;Oui
52;Pays de la Loire;52;Pays de la Loire;53;Mayenne;GS6 Int̩rim;2017;2;30/06/2017;28579696;Oui
